SaleCondition,SalePrice,SaleType,MSZoning,BsmtQual,Foundation,Electrical,RoofStyle,Neighborhood,GrLivArea,firstFlrSF,YearBuilt,GarageType,OverallQual,OverallCond,TotRmsAbvGrd,GarageCars,GarageArea
Normal,307000,WD,RL,Ex,PConc,SBrkr,Gable,Somerst,1694,1694,2004,Attchd,8,5,7,2,636
Partial,318000,New,RL,Ex,PConc,SBrkr,Hip,NridgHt,1694,1694,2007,Attchd,8,5,7,3,818
Normal,136500,WD,RL,TA,PConc,SBrkr,Gable,SWISU,1694,1390,1925,Detchd,6,5,7,2,576
Normal,245350,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1694,1694,2008,Attchd,8,5,7,3,776
Partial,224500,New,RL,Ex,PConc,SBrkr,Gable,Timber,1692,846,2009,Attchd,7,5,6,2,650
Normal,127000,WD,RL,TA,BrkTil,SBrkr,Gable,SWISU,1691,1026,1924,Detchd,5,6,6,1,308
Abnorml,181000,WD,RL,Gd,PConc,SBrkr,Gable,Gilbert,1690,948,2000,Attchd,6,5,7,2,463
Normal,144000,ConLw,RM,TA,BrkTil,SBrkr,Gable,OldTown,1690,815,1916,Detchd,7,6,7,1,225
Normal,127500,COD,RL,TA,CBlock,SBrkr,Hip,Edwards,1689,1689,1956,Attchd,6,5,7,2,480
Normal,271000,WD,RL,Gd,PConc,SBrkr,Hip,Mitchel,1689,1689,2002,Attchd,8,5,7,3,857
Partial,248328,New,RL,Gd,PConc,SBrkr,Hip,Somerst,1689,1689,2007,Attchd,7,6,7,3,954
Normal,200000,WD,RL,Gd,PConc,SBrkr,Gable,ClearCr,1688,616,1997,Attchd,6,5,8,2,603
Normal,160000,WD,RL,TA,CBlock,SBrkr,Gable,Timber,1687,1687,1948,Detchd,5,5,7,2,572
Normal,207500,WD,RL,Gd,CBlock,SBrkr,Gable,NWAmes,1686,1686,1980,Attchd,6,6,7,2,612
Normal,266000,WD,RL,Ex,PConc,SBrkr,Hip,NridgHt,1684,1684,2005,Attchd,9,5,6,2,564
Normal,172500,WD,RL,TA,CBlock,SBrkr,Hip,Sawyer,1683,918,1978,Attchd,6,5,7,2,440
Normal,174000,WD,RL,TA,PConc,SBrkr,Hip,NWAmes,1682,1682,1970,Attchd,7,6,7,2,530
Normal,200500,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1682,804,1998,Attchd,6,5,7,2,523
Normal,177000,WD,RL,Gd,BrkTil,SBrkr,Gable,Crawfor,1680,840,1915,Attchd,6,7,8,1,308
Normal,213250,WD,RL,Ex,PConc,SBrkr,Hip,NWAmes,1680,1680,1998,Attchd,7,5,7,2,583
Normal,222000,WD,RL,Gd,CBlock,SBrkr,Hip,Crawfor,1680,1680,1988,Attchd,6,9,5,2,540
Normal,136905,WD,RL,TA,CBlock,SBrkr,Gable,NWAmes,1680,1680,1976,Detchd,5,6,8,2,528
Normal,193500,WD,RL,Gd,PConc,SBrkr,Gable,SawyerW,1679,1679,1994,Attchd,6,5,7,2,575
Normal,181000,WD,RL,Gd,PConc,SBrkr,Gable,Gilbert,1675,892,1999,BuiltIn,6,5,7,2,502
Normal,185000,WD,RL,Gd,BrkTil,SBrkr,Gable,Edwards,1674,1163,1918,Detchd,6,7,8,2,396
Normal,216000,WD,FV,Gd,PConc,SBrkr,Gable,Somerst,1674,814,2000,Attchd,7,5,7,2,663
Normal,173000,WD,RL,Gd,PConc,SBrkr,Gable,Gilbert,1671,959,2000,Attchd,6,5,7,2,472
Partial,240000,New,RL,Gd,PConc,SBrkr,Hip,Gilbert,1670,1670,2006,Attchd,7,5,7,3,690
Normal,180000,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1668,840,2003,Attchd,7,5,8,2,500
Normal,285000,WD,RL,Gd,PConc,SBrkr,Hip,CollgCr,1668,1668,2002,Attchd,9,5,7,3,702
Normal,232000,WD,RL,Gd,PConc,SBrkr,Hip,CollgCr,1668,1668,2003,Attchd,8,5,8,2,502
Normal,140000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1668,1112,1950,Attchd,6,8,6,1,271
Normal,161000,WD,RM,TA,PConc,SBrkr,Hip,OldTown,1666,833,1925,Detchd,8,7,7,1,228
Normal,205950,WD,FV,Gd,PConc,SBrkr,Gable,Somerst,1665,822,2007,Attchd,7,6,7,2,562
Normal,227000,WD,RL,Gd,PConc,SBrkr,Gable,NWAmes,1665,810,2001,Attchd,8,6,6,2,528
Normal,172400,WD,RL,Gd,PConc,SBrkr,Gable,Gilbert,1664,953,2000,Attchd,6,5,7,2,460
Normal,159000,WD,RM,TA,CBlock,SBrkr,Gable,BrkSide,1664,1004,1947,Detchd,6,7,7,2,420
Normal,100000,WD,RL,NoBasement,CBlock,SBrkr,Hip,Edwards,1664,1664,1965,NoGarage,5,5,8,0,0
Normal,162900,WD,RL,Gd,PConc,SBrkr,Gable,NWAmes,1664,832,1976,Attchd,7,5,8,2,528
Normal,256000,WD,RL,Gd,CBlock,SBrkr,Flat,ClearCr,1663,1663,1954,Attchd,4,6,6,2,529
Normal,212000,ConLw,RL,Gd,PConc,SBrkr,Gable,CollgCr,1661,827,1996,Attchd,7,6,6,2,550
Normal,224900,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1661,1661,1998,Attchd,7,5,6,2,598
Normal,165500,WD,RL,TA,CBlock,SBrkr,Hip,NAmes,1661,1661,1955,BuiltIn,6,6,8,1,377
Normal,188700,WD,RL,TA,CBlock,FuseA,Hip,Crawfor,1660,849,1934,Detchd,6,7,6,1,240
Normal,195000,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1660,831,2002,Attchd,7,5,7,2,493
Partial,290000,New,RL,Ex,PConc,SBrkr,Hip,Somerst,1660,1660,2006,Attchd,8,5,8,2,500
Normal,278000,WD,RL,Gd,PConc,SBrkr,Gable,StoneBr,1659,1659,2000,Attchd,8,5,5,2,499
Normal,188000,WD,RL,Gd,PConc,SBrkr,Gable,Gilbert,1658,773,1995,Attchd,6,5,8,2,431
Normal,163500,WD,RL,Gd,CBlock,SBrkr,Gable,NAmes,1657,1657,1970,Attchd,6,3,7,2,484
Normal,249700,WD,FV,Gd,PConc,SBrkr,Gable,Somerst,1656,1656,2006,Attchd,8,5,7,3,826
Normal,215000,WD,RL,TA,CBlock,SBrkr,Hip,NAmes,1656,1656,1960,Attchd,6,5,7,2,528
Normal,135000,WD,RL,Fa,CBlock,SBrkr,Gable,OldTown,1656,808,1916,Detchd,5,7,8,1,180
Normal,165400,WD,RL,Gd,PConc,SBrkr,Gable,Edwards,1656,760,2003,BuiltIn,7,5,7,2,397
Normal,135000,WD,RL,TA,CBlock,SBrkr,Gable,NWAmes,1656,1656,1973,Detchd,5,5,8,2,506
Normal,230000,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1654,1654,2002,Attchd,7,5,6,3,900
Normal,251000,WD,RL,Gd,PConc,SBrkr,Gable,StoneBr,1652,1652,2000,Attchd,8,5,6,2,499
Normal,139000,WD,RM,Fa,PConc,SBrkr,Gable,OldTown,1652,966,1915,Detchd,5,6,7,1,416
Partial,392500,New,RM,Ex,PConc,SBrkr,Hip,Crawfor,1652,1652,2008,Attchd,8,5,5,2,482
Normal,325000,WD,RL,Ex,PConc,SBrkr,Hip,NridgHt,1652,1652,2006,Attchd,9,5,6,2,840
Normal,184000,WD,RL,Gd,CBlock,SBrkr,Gable,Timber,1651,1651,1986,Attchd,6,5,7,2,616
Normal,128000,WD,RL,Gd,PConc,FuseF,Gable,SWISU,1647,841,1915,Detchd,6,4,6,1,216
Normal,217500,WD,RL,Gd,CBlock,SBrkr,Gable,Crawfor,1647,1647,1977,Attchd,5,6,7,2,621
Normal,175000,WD,RL,Gd,PConc,SBrkr,Gable,Gilbert,1647,953,1999,Attchd,6,5,7,2,460
Normal,164000,WD,RL,TA,CBlock,SBrkr,Gable,Crawfor,1646,918,1941,Detchd,7,5,7,1,240
Partial,248900,New,RL,Gd,PConc,SBrkr,Gable,Timber,1646,1646,2006,Attchd,8,5,6,3,870
Partial,293077,New,RL,Gd,PConc,SBrkr,Gable,Timber,1646,1646,2007,Attchd,8,5,7,3,800
Normal,275000,WD,RM,Ex,PConc,SBrkr,Hip,Crawfor,1646,1646,2004,Attchd,8,5,5,2,482
Normal,167000,WD,RL,TA,CBlock,SBrkr,Hip,NAmes,1644,1644,1953,Attchd,6,5,7,2,418
Normal,275000,WD,RL,Gd,PConc,SBrkr,Gable,SawyerW,1644,1644,1989,Attchd,7,5,5,2,569
Normal,146500,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1644,888,1942,Attchd,5,7,7,1,312
Normal,178000,WD,RM,TA,BrkTil,SBrkr,Gable,OldTown,1641,832,1925,Detchd,7,7,6,2,546
Normal,173000,WD,RL,Gd,PConc,SBrkr,Gable,SawyerW,1640,798,2004,Attchd,6,5,6,2,520
Normal,183000,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1640,798,2003,Attchd,7,5,6,2,595
Normal,224000,WD,RL,TA,CBlock,SBrkr,Hip,Crawfor,1640,1640,1954,Detchd,6,7,7,2,924
Normal,115000,WD,RL,TA,BrkTil,FuseA,Gable,SWISU,1639,1166,1936,Detchd,6,5,6,1,240
Normal,192000,WD,RL,Gd,PConc,SBrkr,Gable,Gilbert,1638,943,1998,Attchd,6,5,7,2,472
Normal,255000,WD,RL,Gd,PConc,SBrkr,Gable,Somerst,1636,1636,2006,Attchd,8,5,8,3,865
Normal,210000,WD,RL,Gd,BrkTil,FuseA,Gable,BrkSide,1635,915,1923,Detchd,6,7,6,2,440
Normal,117000,WD,RM,TA,CBlock,SBrkr,Hip,OldTown,1635,1001,1910,Attchd,6,8,5,1,255
Normal,250000,WD,RL,Gd,PConc,SBrkr,Gable,NridgHt,1634,1634,2006,Attchd,8,5,7,3,866
Normal,139000,WD,RL,TA,CBlock,SBrkr,Hip,NAmes,1632,1632,1958,Attchd,6,6,6,1,338
Normal,143000,WD,RL,TA,CBlock,SBrkr,Gable,Mitchel,1632,1632,1967,Attchd,5,4,8,2,576
Normal,173000,WD,RL,TA,CBlock,SBrkr,Hip,NWAmes,1632,800,1966,Attchd,6,8,7,2,484
Normal,176500,WD,RL,Gd,PConc,SBrkr,Hip,Gilbert,1632,955,1998,Attchd,7,5,8,2,462
Normal,213000,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1630,1630,2000,Attchd,7,5,6,2,451
Normal,295493,WD,RL,Ex,PConc,SBrkr,Gable,CollgCr,1630,1630,2008,Attchd,8,5,8,3,860
Normal,284000,WD,RL,Gd,PConc,SBrkr,Gable,NridgHt,1629,1629,2003,Attchd,8,5,7,3,880
Normal,270000,WD,RL,Gd,PConc,SBrkr,Hip,Timber,1629,1629,2002,Attchd,8,5,9,3,808
Normal,154000,WD,RL,Gd,PConc,SBrkr,Gable,NridgHt,1626,764,2003,BuiltIn,7,5,6,2,474
Normal,173000,WD,RL,Gd,PConc,SBrkr,Gable,NridgHt,1626,764,2003,BuiltIn,7,5,6,2,474
Normal,175500,WD,RL,Gd,PConc,SBrkr,Gable,NridgHt,1626,764,2003,BuiltIn,7,5,6,2,474
Family,235000,WD,RM,Gd,PConc,SBrkr,Hip,Crawfor,1625,1625,2006,Attchd,8,5,5,2,538
Normal,262000,WD,RL,Gd,PConc,SBrkr,Gable,NoRidge,1624,1624,1994,Attchd,8,5,5,3,757
Normal,168000,WD,RL,TA,CBlock,SBrkr,Gable,Mitchel,1622,1622,1961,2Types,4,4,7,4,1356
Normal,202500,WD,RL,Gd,CBlock,SBrkr,Gable,NWAmes,1621,1621,1984,Attchd,7,7,8,2,440
Normal,150000,WD,RL,TA,CBlock,SBrkr,Gable,Sawyer,1620,1620,1976,Attchd,4,4,8,2,490
Normal,152000,WD,RL,TA,CBlock,SBrkr,Mansard,NWAmes,1620,780,1969,Attchd,5,5,7,2,462
Normal,315500,WD,RL,Ex,PConc,SBrkr,Hip,Timber,1620,1620,2007,Attchd,9,5,6,3,912
Normal,193000,WD,RL,Gd,PConc,SBrkr,Gable,SawyerW,1617,1617,1993,Attchd,6,5,5,2,533
Normal,152000,WD,RM,TA,BrkTil,FuseA,Gable,OldTown,1616,1149,1926,Detchd,6,7,5,1,216
Normal,236500,WD,RL,Gd,PConc,SBrkr,Gable,StoneBr,1616,1616,1995,Attchd,8,5,5,2,608
Normal,232000,WD,RL,Gd,PConc,SBrkr,Gable,Somerst,1616,1616,2005,Attchd,7,5,7,3,834
Partial,221500,New,RL,Gd,PConc,SBrkr,Gable,CollgCr,1614,1614,2005,Attchd,7,5,7,3,865
Normal,167900,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1611,798,1964,Attchd,6,6,7,2,442
Normal,205000,WD,RL,TA,PConc,SBrkr,Gable,NWAmes,1610,1610,1977,Attchd,6,7,6,2,480
Normal,137450,WD,RL,TA,BrkTil,SBrkr,Gable,SWISU,1608,1160,1925,Detchd,6,6,7,1,216
Normal,107400,WD,RM,Fa,CBlock,SBrkr,Gambrel,OldTown,1605,840,1915,Detchd,3,6,8,1,379
Abnorml,220000,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1604,1604,2006,Attchd,7,5,8,2,660
Normal,181000,WD,RL,Gd,PConc,SBrkr,Gable,Gilbert,1604,926,1997,Attchd,6,5,7,2,470
Normal,117000,WD,RL,TA,CBlock,SBrkr,Gable,Edwards,1604,984,1941,Detchd,5,5,6,2,660
Normal,175900,WD,RL,Gd,PConc,SBrkr,Gable,SawyerW,1603,810,1992,Attchd,6,5,7,2,484
Normal,215000,WD,RL,Gd,CBlock,SBrkr,Gable,NWAmes,1602,1602,1977,Attchd,6,7,8,2,529
Normal,272000,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1601,1601,2001,Attchd,8,5,6,2,670
Abnorml,157000,COD,RL,Gd,CBlock,SBrkr,Gable,NWAmes,1601,1601,1978,Attchd,7,5,7,2,478
Normal,140000,WD,RL,TA,CBlock,SBrkr,Gable,Sawyer,1601,1021,1958,BuiltIn,5,6,6,1,300
Normal,256300,WD,RL,Gd,PConc,SBrkr,Gable,NridgHt,1600,1600,2007,Attchd,8,5,7,3,890
Normal,207500,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1600,1600,1957,Attchd,5,6,6,1,319
Normal,169000,WD,RL,Gd,PConc,SBrkr,Gable,Gilbert,1600,916,1997,Attchd,6,5,7,2,460
Normal,140000,WD,RL,TA,CBlock,SBrkr,Gable,SWISU,1595,1192,1940,Attchd,6,5,6,1,240
Normal,286000,WD,RL,Ex,PConc,SBrkr,Gable,StoneBr,1593,1593,2001,Attchd,8,5,5,2,682
Normal,178000,WD,RL,Gd,PConc,SBrkr,Gable,Gilbert,1593,808,1992,BuiltIn,6,5,7,2,389
Normal,193000,WD,RL,TA,PConc,SBrkr,Gable,Gilbert,1593,864,2004,Attchd,6,5,8,2,398
Normal,210000,WD,FV,Gd,PConc,SBrkr,Gable,Somerst,1590,786,2008,Attchd,8,5,6,2,676
Normal,214000,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1588,1588,1999,Attchd,7,5,6,2,472
Normal,134432,WD,RL,NoBasement,CBlock,SBrkr,Gable,ClearCr,1588,1120,1959,Detchd,4,4,7,2,680
Normal,227000,WD,RL,Gd,PConc,SBrkr,Hip,Somerst,1588,1588,2006,Attchd,8,5,7,3,825
Normal,181000,WD,RL,Gd,CBlock,SBrkr,Gable,NWAmes,1586,1586,1979,Attchd,6,5,7,2,435
Normal,124000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1584,1584,1967,Detchd,5,5,8,3,792
Normal,185900,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1582,770,2004,Attchd,7,5,6,2,520
Normal,190000,WD,RL,TA,CBlock,SBrkr,Gable,ClearCr,1582,1582,1964,Attchd,5,5,7,2,390
Partial,235128,ConLD,RL,Gd,PConc,SBrkr,Gable,Somerst,1580,1580,2007,Attchd,8,5,7,3,830
Normal,133000,WD,RL,TA,CBlock,FuseA,Gable,NAmes,1578,958,1941,Attchd,6,7,5,1,240
Partial,287090,New,RL,Gd,PConc,SBrkr,Gable,Somerst,1578,1578,2008,Attchd,8,5,7,3,840
Normal,140200,WD,RL,TA,BrkTil,SBrkr,Gable,BrkSide,1577,972,1939,Detchd,6,5,6,1,312
Normal,223500,WD,RL,TA,CBlock,SBrkr,Gable,BrkSide,1576,1072,1923,Attchd,5,6,6,2,528
Partial,197000,New,FV,Gd,PConc,SBrkr,Gable,Somerst,1576,778,2006,Attchd,7,5,6,2,614
Family,149000,WD,RM,TA,BrkTil,SBrkr,Gable,BrkSide,1576,1042,1928,Detchd,5,6,8,1,225
Normal,179200,WD,RL,Gd,PConc,SBrkr,Gable,SawyerW,1575,1575,1992,Attchd,6,5,5,2,529
Normal,190000,WD,RL,Gd,PConc,SBrkr,Gable,NWAmes,1574,790,1976,Attchd,6,5,6,2,566
Normal,232000,WD,RL,Gd,PConc,SBrkr,Gable,Somerst,1574,1574,2006,Attchd,8,5,7,3,824
Normal,162900,WD,RM,TA,PConc,SBrkr,Gable,BrkSide,1573,1128,1930,Detchd,5,7,8,2,360
Normal,133000,WD,RM,TA,BrkTil,SBrkr,Gable,BrkSide,1573,989,1935,Detchd,4,7,6,1,240
Normal,227000,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1573,1573,2002,Attchd,7,5,6,2,544
Normal,177500,WD,FV,Gd,PConc,SBrkr,Gable,Somerst,1573,769,2000,Detchd,6,5,5,2,440
Normal,168000,WD,RL,Gd,PConc,SBrkr,Gable,Gilbert,1572,806,1995,BuiltIn,6,5,7,2,373
Normal,186700,WD,RL,TA,CBlock,SBrkr,Hip,Timber,1572,1572,1963,2Types,5,4,5,3,995
Normal,178000,WD,RL,Gd,PConc,SBrkr,Gable,Gilbert,1571,799,1993,Attchd,6,7,7,2,380
Partial,239000,New,RL,Gd,PConc,SBrkr,Gable,Timber,1571,1571,2007,Attchd,8,5,7,3,722
Normal,175900,WD,RL,Gd,PConc,SBrkr,Hip,Blmngtn,1569,1569,2007,Attchd,7,5,7,3,660
Partial,264561,New,RL,Gd,PConc,SBrkr,Hip,Blmngtn,1567,1567,2006,Attchd,8,5,7,3,648
Normal,196000,WD,RL,TA,PConc,SBrkr,Gable,Mitchel,1567,1567,1977,Attchd,6,5,5,2,714
Normal,262500,WD,FV,Gd,PConc,SBrkr,Gable,Somerst,1566,1566,2008,Attchd,8,5,7,2,750
Normal,171000,WD,RL,Gd,CBlock,SBrkr,Gable,SawyerW,1564,888,1980,Attchd,6,6,7,2,476
Normal,174500,WD,RL,TA,CBlock,SBrkr,Gable,Crawfor,1564,860,1941,Attchd,7,7,7,1,234
Normal,245000,WD,RL,Gd,PConc,SBrkr,Gable,Somerst,1563,1563,2007,Attchd,8,5,6,3,758
Normal,277500,WD,RL,Ex,PConc,SBrkr,Hip,NridgHt,1561,1561,2005,Attchd,9,5,6,2,556
Normal,174000,WD,RL,Gd,PConc,SBrkr,Gable,Gilbert,1560,684,2005,BuiltIn,6,5,6,2,400
Normal,201000,WD,RL,Ex,PConc,SBrkr,Gable,Mitchel,1560,1560,2003,Attchd,7,5,7,2,573
Normal,153500,COD,RM,TA,BrkTil,SBrkr,Gable,OldTown,1559,1559,1948,Detchd,5,6,5,2,812
Normal,152000,WD,RM,TA,CBlock,FuseA,Gable,IDOTRR,1558,910,1950,Attchd,5,5,6,1,282
Normal,140000,WD,RL,TA,CBlock,FuseA,Gable,NAmes,1558,1048,1945,Attchd,5,6,6,1,288
Normal,234000,WD,RL,Gd,PConc,SBrkr,Gable,Blmngtn,1557,1557,2003,Attchd,7,5,7,2,420
Normal,151000,COD,RM,Gd,CBlock,SBrkr,Gable,Blueste,1556,716,1980,Attchd,6,6,6,2,452
Normal,154000,WD,RL,TA,CBlock,SBrkr,Gable,NWAmes,1556,829,1968,Attchd,6,6,8,2,441
Normal,192500,WD,RL,Gd,PConc,SBrkr,Gable,Blmngtn,1555,1555,2005,Attchd,7,5,7,2,430
Normal,174000,WD,RL,Gd,PConc,SBrkr,Hip,Blmngtn,1555,1555,2007,Attchd,7,5,7,3,660
Normal,209500,WD,RL,Gd,PConc,SBrkr,Gable,NridgHt,1554,1554,2006,Attchd,8,5,6,2,627
Partial,186500,New,FV,Gd,PConc,SBrkr,Gable,Somerst,1553,756,2005,Attchd,7,5,6,2,615
Normal,179900,WD,RL,Gd,CBlock,SBrkr,Gable,NWAmes,1552,811,1975,Attchd,6,6,6,2,434
Partial,212900,New,RL,Gd,PConc,SBrkr,Gable,CollgCr,1552,1552,2005,Attchd,7,5,7,3,782
Normal,241000,WD,FV,Gd,PConc,SBrkr,Gable,Somerst,1550,1112,2006,Attchd,7,5,7,2,438
Normal,205000,WD,RL,TA,BrkTil,SBrkr,Gable,BrkSide,1548,952,1925,Detchd,7,7,5,2,672
Normal,155000,WD,RL,Gd,CBlock,SBrkr,Gable,NPkVill,1548,804,1976,Detchd,6,6,7,2,440
Normal,215200,Con,FV,Gd,PConc,SBrkr,Gable,Somerst,1547,764,2009,Attchd,7,5,7,2,614
Partial,220000,New,RL,Gd,PConc,SBrkr,Gable,NridgHt,1541,1541,2005,Attchd,7,5,7,2,532
Normal,205000,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1541,1541,2001,Attchd,7,5,6,3,843
Normal,141500,WD,RM,TA,BrkTil,SBrkr,Gable,BrkSide,1539,1067,1936,Detchd,5,6,5,2,576
Normal,157500,WD,RM,TA,PConc,SBrkr,Gable,OldTown,1539,958,1904,Detchd,5,8,8,2,686
Abnorml,174000,COD,RL,TA,CBlock,SBrkr,Gable,NAmes,1537,1537,1962,Attchd,6,9,7,2,462
Normal,214000,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1536,1536,2002,Attchd,7,5,7,2,532
Alloca,118964,WD,RL,NoBasement,Slab,SBrkr,Gable,SawyerW,1535,1535,1979,Attchd,5,5,8,2,410
Normal,214000,WD,RL,Gd,PConc,SBrkr,Gable,NridgHt,1535,1535,2004,Attchd,7,5,7,2,532
Alloca,118858,WD,RL,NoBasement,Slab,SBrkr,Gable,SawyerW,1535,1535,1979,Attchd,5,5,8,2,400
Normal,280000,WD,RL,Gd,CBlock,SBrkr,Gable,ClearCr,1533,1533,1975,Attchd,7,5,5,2,576
Family,259000,WD,RL,Gd,PConc,SBrkr,Hip,Gilbert,1530,1530,2004,Attchd,7,5,7,3,630
Normal,260000,WD,RL,Ex,PConc,SBrkr,Hip,StoneBr,1530,1530,2005,Attchd,7,5,7,2,430
Normal,98000,WD,RL,NoBasement,Slab,FuseF,Gable,Edwards,1529,1088,1945,Detchd,4,3,9,1,240
Abnorml,85000,ConLD,C (all),TA,CBlock,SBrkr,Hip,IDOTRR,1526,1013,1915,NoGarage,3,2,6,0,0
Normal,144500,WD,RL,TA,CBlock,FuseA,Hip,Edwards,1526,1526,1957,Basment,5,6,7,1,364
Normal,177000,WD,FV,Gd,PConc,SBrkr,Gable,Somerst,1525,769,2000,Detchd,6,5,5,2,440
Normal,235000,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1525,1525,2000,Attchd,7,5,6,2,541
Normal,144000,WD,RL,TA,CBlock,FuseA,Gable,NAmes,1524,874,1958,Attchd,5,5,7,1,315
Normal,260000,WD,RL,Gd,PConc,SBrkr,Shed,ClearCr,1524,1332,1979,Attchd,7,6,4,2,586
Abnorml,180000,COD,RL,Gd,CBlock,SBrkr,Gable,NWAmes,1523,1523,1976,Attchd,6,5,7,2,478
Normal,102000,WD,RL,TA,BrkTil,SBrkr,Gable,SWISU,1522,1008,1926,NoGarage,5,5,7,0,0
Normal,153000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1520,1520,1955,Basment,6,6,7,1,364
Abnorml,159434,WD,RH,TA,BrkTil,SBrkr,Gable,SWISU,1520,848,1932,Detchd,5,5,6,1,281
Normal,274000,WD,RL,Ex,PConc,SBrkr,Hip,NridgHt,1518,1518,2003,Attchd,8,5,6,2,588
Normal,115000,WD,RM,TA,CBlock,FuseF,Gable,IDOTRR,1517,997,1919,NoGarage,5,7,7,0,0
Normal,230000,WD,RL,Gd,PConc,SBrkr,Gable,Crawfor,1517,792,1929,Detchd,8,7,7,2,400
Normal,167000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1516,1516,1964,Attchd,6,6,6,2,472
Normal,137500,WD,RM,TA,BrkTil,SBrkr,Gable,BrkSide,1513,939,1920,Detchd,5,8,8,1,180
Normal,168500,WD,FV,Gd,PConc,SBrkr,Gable,Somerst,1512,756,2000,Detchd,6,5,4,2,440
Normal,185000,WD,RL,Gd,PConc,SBrkr,Gable,Gilbert,1511,802,1997,Attchd,6,5,8,2,413
Normal,108000,WD,RL,TA,CBlock,SBrkr,Gable,Edwards,1510,755,1940,Detchd,4,5,7,1,296
Abnorml,175000,WD,RL,Gd,CBlock,SBrkr,Gable,Timber,1509,1509,1988,Attchd,6,5,5,2,600
Normal,183200,WD,RL,Gd,PConc,SBrkr,Gable,Gilbert,1509,807,2002,Attchd,6,5,7,2,393
Normal,180000,WD,RL,Gd,PConc,SBrkr,Gable,Gilbert,1509,807,2003,Attchd,7,5,8,2,393
Normal,127000,WD,RL,TA,CBlock,SBrkr,Hip,NAmes,1507,1507,1960,Basment,5,5,7,1,404
Partial,264132,New,RL,Gd,PConc,SBrkr,Gable,Somerst,1506,1506,2008,Attchd,9,5,6,2,592
Normal,213490,WD,RL,Gd,PConc,SBrkr,Gable,Blmngtn,1506,1506,2005,Attchd,7,5,6,2,440
Normal,145000,WD,RL,TA,CBlock,SBrkr,Gable,BrkSide,1505,988,1940,Detchd,5,5,8,1,240
Normal,149500,WD,RL,TA,CBlock,SBrkr,Hip,NAmes,1505,1505,1953,Attchd,6,4,6,2,505
Normal,181000,WD,RL,Gd,PConc,SBrkr,Gable,Blmngtn,1504,1504,2005,Attchd,7,5,7,2,457
Normal,203000,WD,RL,Gd,PConc,SBrkr,Hip,CollgCr,1504,1504,1996,Attchd,7,5,6,2,478
Normal,191000,WD,RL,Gd,PConc,SBrkr,Gable,Blmngtn,1504,1504,2005,Attchd,7,5,7,2,437
Normal,212000,WD,RL,Gd,PConc,SBrkr,Gable,StoneBr,1502,1502,1985,Attchd,8,5,4,2,528
Normal,149000,WD,RL,Gd,BrkTil,SBrkr,Gable,Crawfor,1502,851,1931,Attchd,7,6,6,1,270
Normal,165000,WD,RL,TA,PConc,SBrkr,Hip,Crawfor,1502,900,1923,Detchd,6,7,7,1,180
Partial,233170,New,RL,Gd,PConc,SBrkr,Gable,NridgHt,1502,1502,2009,Attchd,7,5,7,2,644
Normal,204000,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1501,1501,1999,Attchd,7,5,6,2,577
Normal,165600,WD,RL,Gd,PConc,SBrkr,Gable,Gilbert,1501,697,1993,Attchd,6,5,6,2,420
Normal,179400,WD,FV,Gd,PConc,SBrkr,Gable,Somerst,1501,757,1999,Detchd,7,5,6,2,440
Normal,190000,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1500,1500,2004,Attchd,7,5,6,2,570
Partial,173900,New,RL,Gd,PConc,SBrkr,Gable,CollgCr,1500,750,2005,Attchd,6,5,6,2,564
Partial,246578,New,RL,Gd,PConc,SBrkr,Hip,Blmngtn,1500,1500,2006,Attchd,7,5,6,3,648
Partial,204900,New,RL,Gd,PConc,SBrkr,Gable,CollgCr,1498,1498,2006,Attchd,7,5,5,2,675
Normal,187500,WD,RL,Gd,PConc,SBrkr,Gable,Gilbert,1498,691,1995,Attchd,6,5,6,2,409
Partial,179665,New,RL,Gd,PConc,SBrkr,Gable,Gilbert,1496,664,2006,Attchd,7,5,7,2,426
